1;2;3
2;1;3;30;31;32;33
3;1;2;4
4;3
5;15
6;35;68;69
7;45;78;79;94
8;75;76;86;87;95;96;97
9;19;81;82;91;92
10;16;36;37
11;12;14;14;16;17
12;11;13;14;16;17;90;91
13;12;14;15;80;90
14;11;12;13;15
15;5;13;14
16;10;11;12;17;18;36;37
17;11;12;16;18;19;36
18;16;17;19;36;38;39;92
19;9;17;18;38;91;92
20;21;22;23;98;99
21;20;22;26;27;28;98;99
22;20;21;23;25;26;27
23;20;22;24;25;26
24;23;25;56
25;22;23;24;26;
26;21;22;23;25;27
27;21;22;26;28;98
28;21;27;29;96;97;98
29;28;48;95;96;97
30;2;31;40;41
31;2;30;32;40;41;42;43
32;2;31;33;42;43;44
33;2;32;43;44
34;35;45;82;92;93;94
35;6;34;45
36;10;16;17;18;37;38;39;49
37;10;16;36;39;49
38;18;19;36;39;92
39;18;36;37;38;49;69
40;30;31;41;50;51
41;30;31;40;42;50;51;52;53
42;31;32;41;43;52;53;54
43;31;32;33;42;44;53;54;55
44;32;33;43;54;55
45;7;34;35;93;94
46;47;79
47;46;48;95
48;29;47;95;96
49;36;37;39;69
50;40;41;51;60;61
51;40;41;50;52;60;61;62
52;41;42;51;53;61;62;63
53;41;42;43;52;54;62;63;64;65
54;42;43;44;53;55;64;65;66;67
55;43;44;54;66;67
56;24;57
57;56
58
59
60;50;51;61;70;71
61;50;51;52;60;62;70;71;72
62;51;52;53;61;63;71;72;73
63;52;53;62;64;72;73;74
64;53;54;63;65;73;74;75
65;53;54;64;66;74;75;76
66;54;55;65;67;75;76;77
67;54;55;66;76;77
68;6;69
69;6;39;49;68
70;60;61;71;80;81
71;60;61;62;70;72;80;81;82;83
72;61;62;63;71;73;82;83;84
73;62;63;64;72;74;83;84;85
74;63;64;65;73;75;84;85;86
75;8;64;65;66;74;76;85;86
76;8;65;66;67;75;77;86;87;88
77;66;67;76;87;88;89
78;7
79;7;46
80;13;70;71;81;90;91
81;9;70;71;80;82;90;91
82;9;34;71;72;81;83;92;93
83;71;72;73;82;84;93;94
84;72;73;74;83;85;93;94
85;73;74;75;84;86;94
86;8;74;75;76;85
87;8;76;77;88;97;98
88;76;77;87;89;97;98;99
89;77;88;98;99
90;12;13;80;81;91
91;9;12;19;80;81;90
92;9;18;19;34;38;82;93
93;34;45;82;83;84;92;94
94;7;34;45;83;84;85;93
95;8;29;47;48;96
96;8;28;29;48;95;97
97;8;28;29;87;88;96;98
98;20;21;27;28;87;88;89;97;99
99;20;21;88;89;98
